Name,CAS no,"Origin (company, synthesis method)",Shape,Initial coating/functionalization,"Diameter, nm","Length, nm",Possible impurities,"Surface area, BET (m2/g)",Other observations,Media,"Method to
measure the size (DLS, NTA)","Size of nanomaterial in the test, nm",Dissolution (if applicable) of nanomaterial in the test,Zeta potential of nanomaterial in the test,"Type of test organism (selection: bacteria, algae, crustacean, protozoa, fish, earthworm, other)",Test organism,Test media,Test duration (h or days),"Test temperature, other important conditions",Illumination,Test endpoint,Toxicity measure,Toxicity value,Other observations,Specific mechanisms of toxicity,"Accumulation in cells, tissues and organs",Authors,Title,Journal,Vol,Issue,Start page,End page,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC99,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The decrease in bacterial viability by light exposure treatments in the presence of HA may be due to ROS formation as a result of HA acting as a photosensitizer or precursor for the production of ROS in the presence of sunlight.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC78,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The decrease in bacterial viability by light exposure treatments in the presence of HA may be due to ROS formation as a result of HA acting as a photosensitizer or precursor for the production of ROS in the presence of sunlight.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC48,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC89,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC65,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC84,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 10 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC75,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 10 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC88,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 20 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC83,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 20 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC89,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",,,"11% at 2.5 µM, 4% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC84,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",,,"11% at 2.5 µM, 4% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard terrestrial humic acid (Sigma Aldrich; St. Louis, MO) ",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC91,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 10 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC39,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
